directory,gender,category,cloth_id,file_name,cloth_fabric,cloth_type,clothes_color,image_id,masking_number,first_type,cloth_type_id,old_type_id,type_id
img,WOMEN,Blouses_Shirts,id_00000031,02_1_front.jpg,"polyester, lace, crochet",top,Ivory-grey,SE0000034,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000032,03_1_front.jpg,"polyester, knit, rayon","top, crop",Black,SE0000035,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000032,04_1_front.jpg,"polyester, knit, rayon","top, crop",Cream,SE0000036,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000034,02_1_front.jpg,"polyester, lace","top, dress, sleeveless, maxi, mini",Mauve-pink,SE0000037,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000038,01_1_front.jpg,polyester,"top, cutoffs",Cream-black,SE0000042,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000042,02_1_front.jpg,"polyester, cotton, nylon",dress,Cream,SE0000045,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000043,01_1_front.jpg,"polyester, rayon, denim, semi-sheer, mesh","top, sleeveless",White,SE0000046,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000047,01_1_front.jpg,"polyester, chiffon","top, dress",Black-multi,SE0000048,5,polyester,5,17,1
img,MEN,Sweatshirts_Hoodies,id_00000051,01_1_front.jpg,"polyester, knit, cotton, denim","long-sleeved, joggers, hood, hoodie",Grey-white,SE0000052,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000064,01_1_front.jpg,"polyester, cotton, rayon, lace, crochet, crepe",dress,Cream,SE0000064,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000074,03_1_front.jpg,polyester,"dress, sleeveless",Black,SE0000070,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000075,02_1_front.jpg,"polyester, knit, rayon","top, jacket",Charcoal,SE0000072,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000079,04_1_front.jpg,"polyester, cotton, mesh",,Black,SE0000076,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000079,05_1_front.jpg,"polyester, cotton, mesh",,Red,SE0000077,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000079,08_1_front.jpg,"polyester, cotton, mesh",,Black-black,SE0000078,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000079,09_1_front.jpg,"polyester, cotton, mesh",,Red-black,SE0000079,2,polyester,2,17,1
img,MEN,Denim,id_00000080,01_1_front.jpg,"polyester, cotton",jeans,Black,SE0000080,7,polyester,7,17,1
img,WOMEN,Blouses_Shirts,id_00000082,04_1_front.jpg,"polyester, crepe",shirt,Sage,SE0000081,2,polyester,2,17,1
img,MEN,Jackets_Vests,id_00000084,04_1_front.jpg,"polyester, knit, cotton","jacket, hood",White-black,SE0000083,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000084,05_1_front.jpg,"polyester, knit, cotton","jacket, hood",Navy-green,SE0000084,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000084,07_1_front.jpg,"polyester, knit, cotton","jacket, hood",Red-black,SE0000085,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000084,08_1_front.jpg,"polyester, knit, cotton","jacket, hood",Black-heather grey,SE0000086,6,polyester,6,17,1
img,WOMEN,Dresses,id_00000087,02_1_front.jpg,"polyester, chiffon","dress, sleeveless",Aqua,SE0000088,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000088,02_1_front.jpg,"polyester, knit, rayon","dress, spaghetti, flare",Red,SE0000089,5,polyester,5,17,1
img,MEN,Jackets_Vests,id_00000094,01_1_front.jpg,"polyester, rayon",blazer,Black,SE0000109,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000094,04_1_front.jpg,"polyester, rayon",blazer,Charcoal,SE0000110,6,polyester,6,17,1
img,WOMEN,Dresses,id_00000096,02_1_front.jpg,"polyester, leather, chiffon, textured","dress, sleeveless",Black-cream,SE0000111,5,polyester,5,17,1
img,MEN,Tees_Tanks,id_00000100,01_1_front.jpg,"polyester, knit, cotton",tee,White,SE0000115,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000102,03_1_front.jpg,"polyester, knit, rayon","top, sleeveless, cami, bralette",Charcoal,SE0000118,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000102,04_1_front.jpg,"polyester, knit, rayon","top, sleeveless, cami, bralette",Mustard,SE0000119,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000104,02_1_front.jpg,"polyester, lace","top, halter",Blush-black,SE0000120,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000106,03_1_front.jpg,polyester,"dress, sleeveless",Pink-teal,SE0000121,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000108,03_1_front.jpg,"polyester, rayon, nylon, lace","top, dress, sleeveless",Pink,SE0000122,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000108,04_1_front.jpg,"polyester, rayon, nylon, lace","top, dress, sleeveless",Blue,SE0000123,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000110,01_1_front.jpg,polyester,blouse,Blue-taupe,SE0000124,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000112,04_1_front.jpg,"polyester, knit, rayon, lace, semi-sheer","top, cami, bralette",White,SE0000125,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000112,05_1_front.jpg,"polyester, knit, rayon, lace, semi-sheer","top, cami, bralette",Royal,SE0000126,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000112,06_1_front.jpg,"polyester, knit, rayon, lace, semi-sheer","top, cami, bralette",Chestnut,SE0000127,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000120,01_1_front.jpg,"polyester, knit, cotton","tee, shirt",White-brown,SE0000142,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000122,01_1_front.jpg,"polyester, knit, cotton, faux, leather","tee, joggers, sneakers",Grey-red,SE0000143,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000124,04_1_front.jpg,"polyester, knit, cotton","top, long-sleeved",Navy,SE0000147,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000127,01_1_front.jpg,"polyester, knit, rayon, semi-sheer, mesh",,Black,SE0000148,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000131,02_1_front.jpg,polyester,,Cream,SE0000151,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000132,03_1_front.jpg,polyester,"cami, spaghetti",Black,SE0000152,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000132,04_1_front.jpg,polyester,"cami, spaghetti",Blue,SE0000153,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000132,05_1_front.jpg,polyester,"cami, spaghetti",Yellow,SE0000154,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000134,02_1_front.jpg,"polyester, faux, leather, polyurethane","dress, sleeveless, skater, flare, flared",Black,SE0000157,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000136,01_1_front.jpg,"polyester, knit, rayon, denim","top, mini, boots",Cream-black,SE0000162,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000140,02_1_front.jpg,"polyester, knit, denim","top, sleeveless, shorts, tank, crop, trousers",Brown-white,SE0000163,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000141,01_1_front.jpg,"polyester, knit","dress, flare, strapless",Cream,SE0000164,5,polyester,5,17,1
img,MEN,Sweatshirts_Hoodies,id_00000146,02_1_front.jpg,"polyester, knit, cotton, faux, leather","long-sleeved, shirt, sweatshirt",Black-black,SE0000168,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000149,05_1_front.jpg,"polyester, knit, rayon, nylon, crochet, heathered",top,Grey-cream,SE0000169,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000149,06_1_front.jpg,"polyester, knit, rayon, nylon, crochet, heathered",top,Taupe-cream,SE0000170,2,polyester,2,17,1
img,WOMEN,Denim,id_00000152,03_1_front.jpg,"polyester, cotton, rayon","jeans, shirt",Black,SE0000171,7,polyester,7,17,1
img,WOMEN,Denim,id_00000152,04_1_front.jpg,"polyester, cotton, rayon","jeans, shirt",Blue,SE0000172,7,polyester,7,17,1
img,WOMEN,Denim,id_00000152,05_1_front.jpg,"polyester, cotton, rayon","jeans, shirt",Light denim,SE0000173,7,polyester,7,17,1
img,WOMEN,Blouses_Shirts,id_00000155,01_1_front.jpg,"polyester, faux, leather, viscose, polyurethane","top, sleeveless, crop, cropped",Black,SE0000175,2,polyester,2,17,1
img,WOMEN,Denim,id_00000162,02_1_front.jpg,"polyester, cotton, rayon",jeans,Indigo,SE0000181,7,polyester,7,17,1
img,WOMEN,Blouses_Shirts,id_00000165,02_1_front.jpg,"polyester, knit, cotton, nylon, lace, crochet","top, mini",Ivory,SE0000183,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000166,02_1_front.jpg,"polyester, knit, cotton",tee,Cream-black,SE0000184,2,polyester,2,17,1
img,MEN,Jackets_Vests,id_00000168,01_1_front.jpg,"polyester, cotton","long-sleeved, jacket, hood",Black,SE0000186,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000168,02_1_front.jpg,"polyester, cotton","long-sleeved, jacket, hood",Red,SE0000187,6,polyester,6,17,1
img,MEN,Jackets_Vests,id_00000168,03_1_front.jpg,"polyester, cotton","long-sleeved, jacket, hood",White,SE0000188,6,polyester,6,17,1
img,WOMEN,Blouses_Shirts,id_00000171,01_1_front.jpg,"polyester, rayon, acrylic",top,Apricot,SE0000190,2,polyester,2,17,1
img,MEN,Denim,id_00000182,01_1_front.jpg,"polyester, cotton",jeans,Dark denim,SE0000196,7,polyester,7,17,1
img,WOMEN,Blouses_Shirts,id_00000183,01_1_front.jpg,polyester,"top, sleeveless, crop, flare",Ivory-black,SE0000197,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000188,02_1_front.jpg,"polyester, chiffon","dress, maxi, slip, mini",Black-beige,SE0000200,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000189,01_1_front.jpg,"polyester, knit, mesh","dress, sleeveless",Black,SE0000201,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000190,02_1_front.jpg,"polyester, chiffon","top, tank, bottoms",Blush,SE0000202,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000191,01_1_front.jpg,polyester,"dress, sleeveless, slip, bodice",Black-multi,SE0000203,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000199,02_1_front.jpg,"polyester, knit, rayon",tank,Charcoal-taupe,SE0000214,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000202,01_1_front.jpg,"polyester, lace, chiffon","dress, sleeveless, skirt",Black-multi,SE0000217,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000220,01_1_front.jpg,"polyester, knit, cotton, rayon, heathered",tee,Black,SE0000228,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000220,02_1_front.jpg,"polyester, knit, cotton, rayon, heathered",tee,Heather grey,SE0000229,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000221,03_1_front.jpg,"polyester, knit, rayon, chiffon","top, tee",White,SE0000230,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000223,01_1_front.jpg,"polyester, knit, mesh",,Black-red,SE0000232,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000227,01_1_front.jpg,polyester,"dress, cami, spaghetti",Ivory-navy,SE0000239,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000228,01_1_front.jpg,"polyester, knit","top, crop",White,SE0000240,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000229,02_1_front.jpg,"polyester, rayon, crepe","dress, sleeveless, spaghetti",Black-red,SE0000241,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000231,02_1_front.jpg,"polyester, cotton, nylon, crochet","top, dress, sleeveless, bodice, dresses",Black-gold,SE0000244,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000232,02_1_front.jpg,"polyester, knit, nylon, mesh","top, cami",Black,SE0000245,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000233,03_1_front.jpg,"polyester, knit","dress, sleeveless",Dark grey,SE0000246,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000238,01_1_front.jpg,"polyester, knit, rayon","dress, sneakers",Cream-black,SE0000251,5,polyester,5,17,1
img,MEN,Tees_Tanks,id_00000242,01_1_front.jpg,"polyester, knit, cotton, rayon",tee,Black-white,SE0000254,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000243,01_1_front.jpg,"polyester, knit",top,Cream-multi,SE0000255,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000244,01_1_front.jpg,"polyester, knit, cotton, nylon, lace, mesh","dress, slip",Cream,SE0000256,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000244,02_1_front.jpg,"polyester, knit, cotton, nylon, lace, mesh","dress, slip",Black,SE0000257,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000250,02_1_front.jpg,"polyester, knit, nylon, mesh, stretch-knit","dress, bodycon",Black-cream,SE0000258,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000250,03_1_front.jpg,"polyester, knit, nylon, mesh, stretch-knit","dress, bodycon",Taupe-black,SE0000259,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000250,04_1_front.jpg,"polyester, knit, nylon, mesh, stretch-knit","dress, bodycon",Teal-black,SE0000260,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000252,02_1_front.jpg,"polyester, knit, cotton","top, crop",Cream,SE0000261,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000255,02_1_front.jpg,polyester,,Berry,SE0000263,2,polyester,2,17,1
img,MEN,Pants,id_00000256,02_1_front.jpg,"polyester, rayon","dress, pants",Blue,SE0000264,7,polyester,7,17,1
img,MEN,Pants,id_00000256,03_1_front.jpg,"polyester, rayon","dress, pants",Charcoal,SE0000265,7,polyester,7,17,1
img,WOMEN,Dresses,id_00000269,11_1_front.jpg,"polyester, knit, lace","dress, sleeveless, bodycon",Nude-black,SE0000273,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000269,12_1_front.jpg,"polyester, knit, lace","dress, sleeveless, bodycon",Red-black,SE0000274,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000269,13_1_front.jpg,"polyester, knit, lace","dress, sleeveless, bodycon",Teal-black,SE0000275,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000271,02_1_front.jpg,polyester,"top, cami",Cream-navy,SE0000277,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000272,03_1_front.jpg,"polyester, knit, cotton, rayon, nylon, lace, leather",,Cream,SE0000278,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000277,09_1_front.jpg,"polyester, knit, cotton, rayon","dress, sleeveless, maxi",Charcoal-taupe,SE0000285,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000277,11_1_front.jpg,"polyester, knit, cotton, rayon","dress, sleeveless, maxi",Charcoal-black,SE0000286,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000277,12_1_front.jpg,"polyester, knit, cotton, rayon","dress, sleeveless, maxi",Charcoal-cream,SE0000287,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000280,02_1_front.jpg,"polyester, viscose","dress, bodice, mini",White,SE0000289,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000281,02_1_front.jpg,"polyester, rayon, chiffon",dress,Cream-rust,SE0000290,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000282,01_1_front.jpg,"polyester, mesh","dress, spaghetti",Black-white,SE0000291,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000283,02_1_front.jpg,"polyester, denim, crochet, chiffon","top, mini",Black-pink,SE0000292,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000288,01_1_front.jpg,"polyester, knit, nylon, lace","blouse, mini",Black,SE0000297,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000288,02_1_front.jpg,"polyester, knit, nylon, lace","blouse, mini",Burgundy,SE0000298,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000294,01_1_front.jpg,"polyester, knit, cotton",,Charcoal heather-white,SE0000305,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000301,03_1_front.jpg,"polyester, cotton, leather","dress, sleeveless",White,SE0000312,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000301,04_1_front.jpg,"polyester, cotton, leather","dress, sleeveless",Red,SE0000313,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000302,02_1_front.jpg,polyester,"dress, sleeveless",Fuchsia,SE0000314,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000304,03_1_front.jpg,"polyester, knit","cami, spaghetti",Taupe-cream,SE0000315,2,polyester,2,17,1
img,MEN,Denim,id_00000313,01_1_front.jpg,"polyester, cotton",,Denim washed,SE0000323,7,polyester,7,17,1
img,WOMEN,Tees_Tanks,id_00000316,03_1_front.jpg,"polyester, knit, cotton, heathered","dress, tee",Charcoal-black,SE0000324,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000316,06_1_front.jpg,"polyester, knit, cotton, heathered","dress, tee",Ivory-navy,SE0000325,2,polyester,2,17,1
img,MEN,Sweatshirts_Hoodies,id_00000319,01_1_front.jpg,"polyester, knit, cotton","long-sleeved, shirt, pants, sweatshirt",Yellow,SE0000326,2,polyester,2,17,1
img,WOMEN,Cardigans,id_00000320,01_1_front.jpg,"polyester, knit, rayon","top, cardigan, maxi",Heather grey,SE0000327,6,polyester,6,17,1
img,WOMEN,Tees_Tanks,id_00000323,01_1_front.jpg,"polyester, knit, rayon","tee, sweater",Taupe-black,SE0000329,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000329,02_1_front.jpg,"polyester, knit, cotton",tee,Mint-white,SE0000331,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000329,03_1_front.jpg,"polyester, knit, cotton",tee,Coral-white,SE0000332,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000331,01_1_front.jpg,"polyester, knit, rayon",tee,Cream-black,SE0000335,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000336,02_1_front.jpg,"polyester, knit, cotton, rayon, denim, open-knit","top, sleeveless, cutoffs",Salmon,SE0000338,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000339,07_1_front.jpg,"polyester, knit, linen",tee,Olive,SE0000344,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000343,06_1_front.jpg,"polyester, rayon","top, long-sleeved, sweater",Blush,SE0000346,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000343,07_1_front.jpg,"polyester, rayon","top, long-sleeved, sweater",Khaki,SE0000347,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000343,08_1_front.jpg,"polyester, rayon","top, long-sleeved, sweater",Teal,SE0000348,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000348,04_1_front.jpg,"polyester, knit, lace, mesh","dress, skater",Black-black,SE0000350,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000348,05_1_front.jpg,"polyester, knit, lace, mesh","dress, skater",Burgundy-black,SE0000351,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000348,07_1_front.jpg,"polyester, knit, lace, mesh","dress, skater",Teal-black,SE0000352,5,polyester,5,17,1
img,MEN,Denim,id_00000353,01_1_front.jpg,"polyester, cotton, rayon, denim",jeans,Denim washed,SE0000359,7,polyester,7,17,1
img,MEN,Denim,id_00000353,02_1_front.jpg,"polyester, cotton, rayon, denim",jeans,Medium denim,SE0000360,7,polyester,7,17,1
img,WOMEN,Cardigans,id_00000357,02_1_front.jpg,"polyester, knit, nylon, acrylic, wool","sweater, cardigan",Black-oatmeal,SE0000363,6,polyester,6,17,1
img,WOMEN,Denim,id_00000360,01_1_front.jpg,"polyester, cotton, rayon, chiffon","top, dress, jeans, blazer",Indigo,SE0000366,7,polyester,7,17,1
img,WOMEN,Denim,id_00000360,04_1_front.jpg,"polyester, cotton, rayon, chiffon","top, dress, jeans, blazer",Denim black,SE0000367,7,polyester,7,17,1
img,WOMEN,Tees_Tanks,id_00000362,02_1_front.jpg,"polyester, knit, metallic","top, dress, jeans, boyfriend",Charcoal,SE0000369,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000363,02_1_front.jpg,"polyester, cotton, nylon, lace","top, cami",White,SE0000370,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000366,02_1_front.jpg,"polyester, chiffon","top, sleeveless",Cream,SE0000376,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000370,05_1_front.jpg,"polyester, knit, cotton",tee,Navy-burgundy,SE0000381,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000371,08_1_front.jpg,"polyester, knit, cotton, heathered","top, crop, joggers",Black-cream,SE0000382,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000371,09_1_front.jpg,"polyester, knit, cotton, heathered","top, crop, joggers",Coral-cream,SE0000383,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000372,01_1_front.jpg,"polyester, semi-sheer","dress, sleeveless, cami, slip, dresses, sneakers",Black,SE0000384,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000374,02_1_front.jpg,"polyester, knit, rayon","dress, mini",Silver,SE0000385,5,polyester,5,17,1
img,MEN,Pants,id_00000375,01_1_front.jpg,"polyester, knit, cotton, heathered","pants, sweatpants",Heather grey-yellow,SE0000386,7,polyester,7,17,1
img,WOMEN,Blouses_Shirts,id_00000377,03_1_front.jpg,"polyester, chiffon",,Black-burgundy,SE0000391,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000379,01_1_front.jpg,"polyester, knit, rayon","tank, sweater",Cream-black,SE0000396,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000380,03_1_front.jpg,"polyester, rayon","top, tank",Black,SE0000397,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000380,04_1_front.jpg,"polyester, rayon","top, tank",Bronze,SE0000398,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000380,05_1_front.jpg,"polyester, rayon","top, tank",Cream,SE0000399,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000384,01_1_front.jpg,"polyester, knit, mesh","crop, cropped",White-black,SE0000401,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000388,05_1_front.jpg,"polyester, knit, faux, leather, stretch-knit","dress, cardigan, skater",Black,SE0000407,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000388,06_1_front.jpg,"polyester, knit, faux, leather, stretch-knit","dress, cardigan, skater",Cream,SE0000408,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000388,07_1_front.jpg,"polyester, knit, faux, leather, stretch-knit","dress, cardigan, skater",Burgundy,SE0000409,5,polyester,5,17,1
img,WOMEN,Dresses,id_00000388,08_1_front.jpg,"polyester, knit, faux, leather, stretch-knit","dress, cardigan, skater",Teal,SE0000410,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000389,01_1_front.jpg,"polyester, knit, rayon",tee,Grey-cream,SE0000411,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,09_1_front.jpg,"polyester, knit, cotton",tee,White-black,SE0000412,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,12_1_front.jpg,"polyester, knit, cotton",tee,White-blue,SE0000413,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,13_1_front.jpg,"polyester, knit, cotton",tee,White-green,SE0000414,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,14_1_front.jpg,"polyester, knit, cotton",tee,White-yellow,SE0000415,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,15_1_front.jpg,"polyester, knit, cotton",tee,White-burgundy,SE0000416,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,17_1_front.jpg,"polyester, knit, cotton",tee,White-red,SE0000417,2,polyester,2,17,1
img,MEN,Tees_Tanks,id_00000390,18_1_front.jpg,"polyester, knit, cotton",tee,White-orange,SE0000418,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000391,01_1_front.jpg,"polyester, cotton, nylon, lace","dress, sleeveless, mini",Ivory-rose,SE0000419,5,polyester,5,17,1
img,MEN,Jackets_Vests,id_00000393,01_1_front.jpg,"polyester, knit, cotton","long-sleeved, cardigan, jacket",Black,SE0000421,6,polyester,6,17,1
img,WOMEN,Blouses_Shirts,id_00000395,01_1_front.jpg,"polyester, crepe",shirt,Navy-white,SE0000422,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000397,02_1_front.jpg,polyester,"top, sleeveless",Hunter green,SE0000424,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000399,02_1_front.jpg,"polyester, lace",dress,Red,SE0000425,5,polyester,5,17,1
img,WOMEN,Blouses_Shirts,id_00000400,02_1_front.jpg,"polyester, lace, crepe","sleeveless, blouse, slip, mini",Taupe,SE0000426,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000403,02_1_front.jpg,"polyester, chiffon","dress, sleeveless, skirt, maxi, bodice",Blush,SE0000431,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000407,01_1_front.jpg,"polyester, knit, rayon","dress, cami, skirt, skirts, leggings, spaghetti",Cream,SE0000434,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000407,02_1_front.jpg,"polyester, knit, rayon","dress, cami, skirt, skirts, leggings, spaghetti",Black,SE0000435,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000407,03_1_front.jpg,"polyester, knit, rayon","dress, cami, skirt, skirts, leggings, spaghetti",Grey,SE0000436,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000408,02_1_front.jpg,"polyester, knit, rayon, semi-sheer",top,Black,SE0000437,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000409,01_1_front.jpg,"polyester, knit, rayon",tee,White,SE0000438,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000410,03_1_front.jpg,"polyester, knit","top, cami, crop, spaghetti",Charcoal,SE0000439,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000410,05_1_front.jpg,"polyester, knit","top, cami, crop, spaghetti",Yellow,SE0000440,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000411,03_1_front.jpg,polyester,"dress, long-sleeved",Green,SE0000441,5,polyester,5,17,1
img,WOMEN,Tees_Tanks,id_00000412,01_1_front.jpg,"polyester, knit, rayon",top,Heather grey,SE0000442,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000412,02_1_front.jpg,"polyester, knit, rayon",top,Olive,SE0000443,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000412,03_1_front.jpg,"polyester, knit, rayon",top,Black-cream,SE0000444,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000412,05_1_front.jpg,"polyester, knit, rayon",top,Burgundy-black,SE0000445,2,polyester,2,17,1
img,WOMEN,Tees_Tanks,id_00000413,01_1_front.jpg,"polyester, knit, denim, faux, leather, polyurethane","top, sleeveless, leggings",Black,SE0000446,2,polyester,2,17,1
img,WOMEN,Blouses_Shirts,id_00000414,02_1_front.jpg,"polyester, semi-sheer, chiffon","cami, blazer",Black,SE0000447,2,polyester,2,17,1
img,WOMEN,Dresses,id_00000416,06_1_front.jpg,"polyester, knit, nylon, lace","dress, sleeveless, bodycon",Coral,SE0000448,5,polyester,5,17,1
